Rk,Player,School,Conf,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
151,Der'Rikk Thompson\derrikk-thompson-1,SMU,American,8,32,459,14.3,2,0,0,,0,32,459,14.3,2
152,Justin Coleman\justin-coleman-3,Iowa State,Big 12,10,31,442,14.3,3,0,0,,0,31,442,14.3,3
153,Reese Wiggins*\reese-wiggins-1,East Carolina,CUSA,10,26,372,14.3,4,0,0,,0,26,372,14.3,4
154,Colin Lockett*\colin-lockett-1,San Diego State,MWC,12,52,736,14.2,5,2,52,26.0,1,54,788,14.6,6
155,Demitri Knowles*\demitri-knowles-1,Virginia Tech,ACC,13,45,641,14.2,2,4,23,5.8,0,49,664,13.6,2
156,Ian Hamilton\ian-hamilton-1,UTEP,CUSA,8,25,354,14.2,1,0,0,,0,25,354,14.2,1
157,Quenton Bundrage\quenton-bundrage-1,Iowa State,Big 12,12,48,676,14.1,9,1,-5,-5.0,0,49,671,13.7,9
158,Jacob Pedersen*\jacob-pedersen-1,Wisconsin,Big Ten,11,39,551,14.1,3,0,0,,0,39,551,14.1,3
159,Javontee Herndon\javontee-herndon-1,Arkansas,SEC,12,31,437,14.1,4,4,60,15.0,1,35,497,14.2,5
160,Rantavious Wooten*\rantavious-wooten-1,Georgia,SEC,10,30,424,14.1,5,1,11,11.0,0,31,435,14.0,5
161,Corey Davis\corey-davis-3,Western Michigan,MAC,11,67,941,14.0,6,1,2,2.0,0,68,943,13.9,6
162,Kyle Nunn\kyle-nunn-1,San Jose State,MWC,10,36,505,14.0,5,0,0,,0,36,505,14.0,5
163,James Butler*\james-butler-2,Louisiana,Sun Belt,10,26,363,14.0,1,0,0,,0,26,363,14.0,1
164,Jared Abbrederis*\jared-abbrederis-1,Wisconsin,Big Ten,13,78,1081,13.9,7,6,119,19.8,2,84,1200,14.3,9
165,Marqise Lee*\marqise-lee-1,USC,Pac-12,11,57,791,13.9,4,6,7,1.2,0,63,798,12.7,4
166,Tony Lippett*\tony-lippett-1,Michigan State,Big Ten,12,44,613,13.9,2,1,3,3.0,0,45,616,13.7,2
167,Jordan Leslie\jordan-leslie-1,UTEP,CUSA,12,44,612,13.9,7,3,8,2.7,0,47,620,13.2,7
168,Matt Waters*\matt-waters-1,Ohio,MAC,11,32,446,13.9,3,0,0,,0,32,446,13.9,3
169,Tony Pierson\tony-pierson-1,Kansas,Big 12,6,24,333,13.9,1,24,163,6.8,0,48,496,10.3,1
170,Tyler Boyd*\tyler-boyd-1,Pitt,ACC,13,85,1174,13.8,7,11,108,9.8,1,96,1282,13.4,8
171,Shane Wynn\shane-wynn-1,Indiana,Big Ten,12,46,633,13.8,11,4,12,3.0,1,50,645,12.9,12
172,Keevan Lucas\keevan-lucas-1,Tulsa,CUSA,12,32,442,13.8,1,12,73,6.1,0,44,515,11.7,1
173,Quinton Dunbar\quinton-dunbar-1,Florida,SEC,12,40,548,13.7,0,0,0,,0,40,548,13.7,0
174,Ryan Alderman\ryan-alderman-1,Temple,American,12,40,548,13.7,2,0,0,,0,40,548,13.7,2
175,Jalen Claiborne\jalen-claiborne-1,Wyoming,MWC,11,33,452,13.7,5,0,0,,0,33,452,13.7,5
176,Caleb Smith*\caleb-smith-1,Oregon State,Pac-12,11,25,343,13.7,4,0,0,,0,25,343,13.7,4
177,Jamill Smith*\jamill-smith-1,Ball State,MAC,13,67,911,13.6,8,4,33,8.3,1,71,944,13.3,9
178,Nate Phillips*\nate-phillips-1,Arizona,Pac-12,13,51,696,13.6,7,2,7,3.5,0,53,703,13.3,7
179,Levern Jacobs*\levern-jacobs-1,Maryland,ACC,12,47,640,13.6,3,6,26,4.3,0,53,666,12.6,3
180,Javess Blue\javess-blue-1,Kentucky,SEC,11,43,586,13.6,4,4,19,4.8,0,47,605,12.9,4
181,Nigel King*\nigel-king-1,Maryland,ACC,11,33,450,13.6,4,0,0,,0,33,450,13.6,4
182,Marcel Jensen*\marcel-jensen-1,Fresno State,MWC,11,26,353,13.6,3,0,0,,0,26,353,13.6,3
183,Joseph Matthews\joseph-matthews-1,New Mexico State,Ind,11,23,313,13.6,0,0,0,,0,23,313,13.6,0
184,Brandin Cooks*\brandin-cooks-1,Oregon State,Pac-12,13,128,1730,13.5,16,32,217,6.8,2,160,1947,12.2,18
185,Ryan Grant*\ryan-grant-2,Tulane,CUSA,13,77,1039,13.5,9,0,0,,0,77,1039,13.5,9
186,Bernard Reedy\bernard-reedy-1,Toledo,MAC,12,62,840,13.5,8,5,15,3.0,0,67,855,12.8,8
187,Tyreese Russell\tyreese-russell-1,Eastern Michigan,MAC,12,44,594,13.5,3,0,0,,0,44,594,13.5,3
188,Zach D'Orazio\zach-dorazio-1,Akron,MAC,12,42,567,13.5,4,1,-2,-2.0,0,43,565,13.1,4
189,Geraldo Boldewijn*\geraldo-boldewijn-1,Boise State,MWC,12,39,528,13.5,2,0,0,,0,39,528,13.5,2
190,De'Runnya Wilson*\derunnya-wilson-1,Mississippi State,SEC,10,26,351,13.5,3,0,0,,0,26,351,13.5,3
191,Alex Amidon*\alex-amidon-1,Boston College,ACC,13,77,1032,13.4,5,8,47,5.9,1,85,1079,12.7,6
192,Damian Copeland*\damian-copeland-1,Louisville,American,13,58,780,13.4,5,3,21,7.0,0,61,801,13.1,5
193,Charlie Moore*\charlie-moore-1,Oklahoma State,Big 12,13,35,468,13.4,5,0,0,,0,35,468,13.4,5
194,Xavier Moss\xavier-moss-1,Army,Ind,10,35,468,13.4,1,2,-9,-4.5,0,37,459,12.4,1
195,Clive Walford*\clive-walford-1,Miami (FL),ACC,12,34,454,13.4,2,0,0,,0,34,454,13.4,2
196,Thomas Roberson\thomas-roberson-1,Tulsa,CUSA,7,27,363,13.4,4,1,-5,-5.0,0,28,358,12.8,4
197,River Cracraft*\river-cracraft-1,Washington State,Pac-12,12,46,614,13.3,3,0,0,,0,46,614,13.3,3
198,Tavarres Jefferson*\tavarres-jefferson-1,Middle Tennessee State,CUSA,11,46,611,13.3,5,0,0,,0,46,611,13.3,5
199,Ja-Mes Logan*\ja-mes-logan-1,Ole Miss,SEC,11,44,583,13.3,3,0,0,,0,44,583,13.3,3
200,Tyler Kroft*\tyler-kroft-1,Rutgers,American,13,43,573,13.3,4,0,0,,0,43,573,13.3,4
201,Jesse James\jesse-james-1,Penn State,Big Ten,10,25,333,13.3,3,0,0,,0,25,333,13.3,3
202,Jordan Matthews*\jordan-matthews-1,Vanderbilt,SEC,13,112,1477,13.2,7,6,54,9.0,0,118,1531,13.0,7
203,Davante Adams*\davante-adams-1,Fresno State,MWC,13,131,1719,13.1,24,0,0,,0,131,1719,13.1,24
204,Michael Bennett*\michael-bennett-4,Georgia,SEC,11,41,538,13.1,4,0,0,,0,41,538,13.1,4
205,Marquez North\marquez-north-1,Tennessee,SEC,11,38,496,13.1,1,1,9,9.0,0,39,505,12.9,1
206,Nicholas Norris\nicholas-norris-1,Western Kentucky,Sun Belt,11,33,431,13.1,4,2,15,7.5,0,35,446,12.7,4
207,Dri Archer\dri-archer-1,Kent State,MAC,10,25,327,13.1,4,68,527,7.8,6,93,854,9.2,10
208,Matt Miller*\matt-miller-6,Boise State,MWC,13,88,1140,13.0,12,0,0,,0,88,1140,13.0,12
209,Anthony McClung*\anthony-mcclung-1,Cincinnati,American,12,72,939,13.0,5,0,0,,0,72,939,13.0,5
210,Braxton Deaver*\braxton-deaver-1,Duke,ACC,14,46,600,13.0,4,0,0,,0,46,600,13.0,4
211,Willie McNeal\willie-mcneal-1,Western Kentucky,Sun Belt,12,46,599,13.0,5,0,0,,0,46,599,13.0,5
212,Chris Williams\chris-williams-10,Troy,Sun Belt,11,31,402,13.0,2,1,4,4.0,0,32,406,12.7,2
213,Malcolm Johnson*\malcolm-johnson-2,Mississippi State,SEC,12,30,391,13.0,2,0,0,,0,30,391,13.0,2
214,Joel German\joel-german-1,Western Kentucky,Sun Belt,8,26,339,13.0,0,0,0,,0,26,339,13.0,0
215,Bradley Miller\bradley-miller-1,Texas State,Sun Belt,12,24,311,13.0,0,0,0,,0,24,311,13.0,0
216,Jenson Stoshak\jenson-stoshak-1,Florida Atlantic,CUSA,9,23,298,13.0,0,0,0,,0,23,298,13.0,0
217,Dominic Rufran\dominic-rufran-1,Wyoming,MWC,12,75,965,12.9,8,1,1,1.0,0,76,966,12.7,8
218,Robert Herron\robert-herron-1,Wyoming,MWC,12,72,932,12.9,9,2,12,6.0,0,74,944,12.8,9
219,Austin Franklin\austin-franklin-1,New Mexico State,Ind,8,52,670,12.9,7,14,69,4.9,0,66,739,11.2,7
220,Willie Byrn*\willie-byrn-1,Virginia Tech,ACC,12,51,660,12.9,2,0,0,,0,51,660,12.9,2
221,Bradley Marquez*\bradley-marquez-1,Texas Tech,Big 12,13,49,633,12.9,6,0,0,,0,49,633,12.9,6
222,Dustin Creel\dustin-creel-1,Eastern Michigan,MAC,11,46,593,12.9,5,0,0,,0,46,593,12.9,5
223,Darryl Surgent*\darryl-surgent-1,Louisiana,Sun Belt,13,31,400,12.9,5,5,20,4.0,0,36,420,11.7,5
224,Jace Amaro*\jace-amaro-1,Texas Tech,Big 12,13,106,1352,12.8,7,0,0,,0,106,1352,12.8,7
225,Josh Harper*\josh-harper-1,Fresno State,MWC,12,79,1011,12.8,13,0,0,,0,79,1011,12.8,13
226,Vince Mayle*\vince-mayle-1,Washington State,Pac-12,11,42,539,12.8,7,0,0,,0,42,539,12.8,7
227,Craig Wilkins*\craig-wilkins-1,Marshall,CUSA,12,32,408,12.8,2,0,0,,0,32,408,12.8,2
228,Allen Muse*\allen-muse-1,Arkansas State,Sun Belt,12,29,370,12.8,2,0,0,,0,29,370,12.8,2
229,Keon Hatcher\keon-hatcher-1,Arkansas,SEC,10,27,346,12.8,2,11,140,12.7,0,38,486,12.8,2
230,T.J. Lowder\tj-lowder-1,Florida International,CUSA,11,24,307,12.8,3,0,0,,0,24,307,12.8,3
231,Marquise Ricard\marquise-ricard-1,Southern Mississippi,CUSA,10,24,306,12.8,3,0,0,,0,24,306,12.8,3
232,Travis Van Leeuwen*\travis-van-leeuwen-1,Utah State,MWC,13,52,661,12.7,3,0,0,,0,52,661,12.7,3
233,Wes Saxton\wes-saxton-1,South Alabama,Sun Belt,11,50,635,12.7,0,0,0,,0,50,635,12.7,0
234,Je'Ron Hamm\jeron-hamm-1,Louisiana-Monroe,Sun Belt,9,24,304,12.7,2,0,0,,0,24,304,12.7,2
235,Jamison Crowder*\jamison-crowder-1,Duke,ACC,14,108,1360,12.6,8,8,71,8.9,1,116,1431,12.3,9
236,Dezmon Epps\dezmon-epps-1,Idaho,Ind,12,77,971,12.6,4,8,15,1.9,0,85,986,11.6,4
237,Daniel McKinney\daniel-mckinney-1,Florida Atlantic,CUSA,11,49,615,12.6,1,0,0,,0,49,615,12.6,1
238,Solomon Patton\solomon-patton-1,Florida,SEC,12,44,556,12.6,6,16,71,4.4,0,60,627,10.5,6
239,Austin Seferian-Jenkins*\austin-seferian-jenkins-1,Washington,Pac-12,12,36,450,12.5,8,0,0,,0,36,450,12.5,8
240,Mike McFarland\mike-mcfarland-1,South Florida,American,11,23,288,12.5,2,0,0,,0,23,288,12.5,2
241,Richy Turner\richy-turner-1,Nevada,MWC,11,61,755,12.4,4,0,0,,0,61,755,12.4,4
242,Christian Jones\christian-jones-2,Northwestern,Big Ten,12,54,668,12.4,4,0,0,,0,54,668,12.4,4
243,Deshon Foxx\deshon-foxx-1,Connecticut,American,12,43,534,12.4,2,14,59,4.2,0,57,593,10.4,2
244,Keiwone Malone\keiwone-malone-1,Memphis,American,12,25,311,12.4,1,1,14,14.0,0,26,325,12.5,1
245,Rashard Higgins*\rashard-higgins-1,Colorado State,MWC,14,68,837,12.3,6,0,0,,0,68,837,12.3,6
246,Alonzo Russell\alonzo-russell-1,Toledo,MAC,12,59,728,12.3,6,0,0,,0,59,728,12.3,6
247,Julian Jones*\julian-jones-3,Arkansas State,Sun Belt,13,52,641,12.3,4,0,0,,0,52,641,12.3,4
248,Travis Labhart*\travis-labhart-1,Texas A&M,SEC,11,51,626,12.3,8,0,0,,0,51,626,12.3,8
249,Crockett Gillmore*\crockett-gillmore-1,Colorado State,MWC,12,47,577,12.3,2,0,0,,0,47,577,12.3,2
250,Adam Shapiro\adam-shapiro-1,New Mexico State,Ind,12,35,431,12.3,2,2,12,6.0,2,37,443,12.0,4
251,Kalvin Cline*\kalvin-cline-1,Virginia Tech,ACC,12,26,321,12.3,2,0,0,,0,26,321,12.3,2
252,Andrew Guillot\andrew-guillot-1,Louisiana Tech,CUSA,8,26,320,12.3,2,4,29,7.3,2,30,349,11.6,4
253,Jerrod Dillard\jerrod-dillard-1,Akron,MAC,10,26,320,12.3,1,0,0,,0,26,320,12.3,1
254,Chris Harper\chris-harper-3,California,Pac-12,11,70,852,12.2,5,2,6,3.0,0,72,858,11.9,5
255,Jakeem Grant*\jakeem-grant-1,Texas Tech,Big 12,11,65,796,12.2,7,12,77,6.4,0,77,873,11.3,7
256,Corey Brown*\corey-brown-2,Ohio State,Big Ten,14,63,771,12.2,10,4,42,10.5,0,67,813,12.1,10
257,Philly Brown,Ohio State,Big Ten,14,63,771,12.2,10,4,42,10.5,0,67,813,12.1,10
258,Eli Rogers*\eli-rogers-1,Louisville,American,13,44,536,12.2,4,0,0,,0,44,536,12.2,4
259,Josh Doctson\josh-doctson-1,Texas Christian,Big 12,10,36,440,12.2,4,0,0,,0,36,440,12.2,4
260,Najee Lovett\najee-lovett-1,Idaho,Ind,12,35,428,12.2,1,2,7,3.5,0,37,435,11.8,1
261,Vasquez Haynes\vasquez-haynes-1,Hawaii,MWC,8,29,354,12.2,3,1,19,19.0,0,30,373,12.4,3
262,Mitchell Henry\mitchell-henry-1,Western Kentucky,Sun Belt,12,25,305,12.2,2,0,0,,0,25,305,12.2,2
263,Jordan James\jordan-james-1,Tulsa,CUSA,11,39,471,12.1,2,0,0,,0,39,471,12.1,2
264,Anthony Denham\anthony-denham-1,Utah,Pac-12,10,24,291,12.1,2,0,0,,0,24,291,12.1,2
265,Michael Campanaro\michael-campanaro-1,Wake Forest,ACC,8,67,803,12.0,6,4,10,2.5,0,71,813,11.5,6
266,Jalen Saunders*\jalen-saunders-1,Oklahoma,Big 12,13,61,729,12.0,8,5,44,8.8,0,66,773,11.7,8
267,Chris Humphrey\chris-humphrey-1,Kent State,MAC,12,51,613,12.0,3,1,2,2.0,0,52,615,11.8,3
268,Skyler Ridley*\skyler-ridley-1,Brigham Young,Ind,11,39,469,12.0,2,0,0,,0,39,469,12.0,2
269,Andrew Flory\andrew-flory-1,Central Michigan,MAC,12,32,384,12.0,2,0,0,,0,32,384,12.0,2
270,Kevin Cummings*\kevin-cummings-1,Oregon State,Pac-12,9,25,299,12.0,2,0,0,,0,25,299,12.0,2
271,Fred Lee*\fred-lee-1,Buffalo,MAC,13,58,692,11.9,5,1,2,2.0,0,59,694,11.8,5
272,Marcus Lucas*\marcus-lucas-1,Missouri,SEC,14,58,692,11.9,3,0,0,,0,58,692,11.9,3
273,Macgarrett Kings Jr.*\macgarrett-kings-jr-1,Michigan State,Big Ten,14,43,513,11.9,3,3,6,2.0,0,46,519,11.3,3
274,Aaron Bradley\aaron-bradley-1,Nevada,MWC,10,40,474,11.9,2,0,0,,0,40,474,11.9,2
275,Todd Gurley*\todd-gurley-1,Georgia,SEC,10,37,441,11.9,6,165,989,6.0,10,202,1430,7.1,16
276,Bryan Underwood\bryan-underwood-1,North Carolina State,ACC,6,32,382,11.9,1,12,135,11.3,0,44,517,11.8,1
277,Brandon Carter\brandon-carter-3,Texas Christian,Big 12,10,31,370,11.9,0,4,-18,-4.5,1,35,352,10.1,1
278,Nelson Spruce\nelson-spruce-1,Colorado,Pac-12,12,55,650,11.8,4,0,0,,0,55,650,11.8,4
279,Joe Hansley*\joe-hansley-1,Colorado State,MWC,12,52,613,11.8,1,11,61,5.5,0,63,674,10.7,1
280,Sterling Shepard*\sterling-shepard-1,Oklahoma,Big 12,12,51,603,11.8,7,6,44,7.3,1,57,647,11.4,8
281,Carlos Harris*\carlos-harris-1,North Texas,CUSA,12,47,553,11.8,2,4,48,12.0,0,51,601,11.8,2
282,Adam Humphries*\adam-humphries-1,Clemson,ACC,12,41,483,11.8,2,0,0,,0,41,483,11.8,2
283,E.J. Bibbs\ej-bibbs-1,Iowa State,Big 12,12,39,462,11.8,2,0,0,,0,39,462,11.8,2
284,Manasseh Garner*\manasseh-garner-1,Pitt,ACC,12,33,391,11.8,3,0,0,,0,33,391,11.8,3
285,Josh Stewart*\josh-stewart-1,Oklahoma State,Big 12,12,60,703,11.7,3,10,49,4.9,0,70,752,10.7,3
286,Antonio Andrews\antonio-andrews-1,Western Kentucky,Sun Belt,12,41,478,11.7,0,267,1730,6.5,16,308,2208,7.2,16
287,Terrence Miller*\terrence-miller-1,Arizona,Pac-12,12,40,467,11.7,1,0,0,,0,40,467,11.7,1
288,Trey Burton\trey-burton-1,Florida,SEC,12,38,445,11.7,1,12,56,4.7,0,50,501,10.0,1
289,Jay Jones\jay-jones-2,Eastern Michigan,MAC,9,25,293,11.7,1,0,0,,0,25,293,11.7,1
290,Tevin Jones\tevin-jones-1,Memphis,American,11,25,292,11.7,1,2,12,6.0,0,27,304,11.3,1
291,Jordan Payton*\jordan-payton-1,UCLA,Pac-12,12,38,440,11.6,1,0,0,,0,38,440,11.6,1
292,Justyn Shackleford*\justyn-shackleford-1,Tulane,CUSA,11,36,419,11.6,5,0,0,,0,36,419,11.6,5
293,Ricardo Louis*\ricardo-louis-1,Auburn,SEC,14,28,325,11.6,2,19,198,10.4,0,47,523,11.1,2
294,Rob Blanchflower\rob-blanchflower-1,Massachusetts,MAC,5,27,313,11.6,3,1,3,3.0,0,28,316,11.3,3
295,Deon Watson\deon-watson-1,Idaho,Ind,12,24,279,11.6,1,0,0,,0,24,279,11.6,1
296,Tony Jones\tony-jones-1,Northwestern,Big Ten,11,55,630,11.5,4,2,9,4.5,0,57,639,11.2,4
297,Isiah Myers*\isiah-myers-1,Washington State,Pac-12,12,37,425,11.5,3,0,0,,0,37,425,11.5,3
298,Bryant Lavender\bryant-lavender-1,South Alabama,Sun Belt,11,23,265,11.5,1,0,0,,0,23,265,11.5,1
299,Eric Ward*\eric-ward-1,Texas Tech,Big 12,12,83,947,11.4,8,0,0,,0,83,947,11.4,8
300,Jereme Jones\jereme-jones-1,South Alabama,Sun Belt,12,40,457,11.4,3,0,0,,0,40,457,11.4,3
