Rk,Year,Rnd,Pick,Player,Pos,DrAge,Tm,From,To,AP1,PB,St,CarAV,G,GS,Att,Yds,TD,Rec,Yds,TD,College/Univ,
148,2009,2,64,Richard Quinn\QuinRi00,TE,23,DEN,2009,2012,0,0,0,0,30,4,,,,1,9,0,North Carolina,College Stats
149,2009,3,89,Jared Cook\CookJa02,TE,22,TEN,2009,2019,0,2,4,43,163,84,1,0,0,468,6169,34,South Carolina,College Stats
150,2009,3,98,Chase Coffman\CoffCh00,TE,22,CIN,2010,2016,0,0,0,0,39,3,,,,18,177,2,Missouri,College Stats
151,2009,3,100,Travis Beckum\BeckTr00,TE,22,NYG,2009,2012,0,0,0,2,48,4,,,,26,264,3,Wisconsin,College Stats
152,2009,4,121,Shawn Nelson\NelsSh00,TE,23,BUF,2009,2010,0,0,1,1,17,13,,,,20,181,1,Southern Miss,College Stats
153,2009,4,122,Anthony Hill\HillAn00,TE,24,HOU,2009,2011,0,0,0,0,12,2,,,,3,19,0,North Carolina St.,College Stats
154,2009,5,149,Davon Drew\DrewDa00,TE,23,BAL,,,0,0,0,,,,,,,,,,East Carolina,
155,2009,5,152,James Casey\CaseJa00,TE,24,HOU,2009,2015,0,0,1,7,95,23,2,17,0,72,842,6,Rice,College Stats
156,2009,5,153,Cornelius Ingram\IngrCo00,TE,24,PHI,,,0,0,0,,,,,,,,,,Florida,
157,2009,5,161,John Nalbone\NalbJo00,TE,23,MIA,2010,2010,0,0,0,0,2,0,,,,,,,Monmouth,
158,2009,6,180,Zach Miller\MillZa02,TE,24,JAX,2009,2017,0,0,2,12,66,33,3,12,0,146,1631,15,Nebraska-Omaha,
159,2009,6,184,Bear Pascoe\PascBe00,TE,23,SFO,2009,2015,0,0,2,3,85,34,1,2,0,40,336,2,Fresno St.,College Stats
160,2009,6,202,Brandon Myers\MyerBr00,TE,24,OAK,2009,2016,0,0,5,12,115,63,,,,199,1954,9,Iowa,College Stats
161,2009,6,208,John Phillips\PhilJo00,TE,22,DAL,2009,2018,0,0,1,2,120,43,,,,58,428,5,Virginia,College Stats
162,2009,7,237,Jake O'Connell\OConJa00,TE,23,KAN,2009,2012,0,0,0,0,35,8,,,,15,108,0,Miami (OH),College Stats
163,2009,7,241,David Johnson\JohnDa05,TE,22,PIT,2009,2016,0,0,1,3,98,37,2,4,0,31,304,1,Arkansas St.,College Stats
164,2009,7,248,Cameron Morrah\MorrCa00,TE,22,SEA,2009,2012,0,0,0,2,27,7,1,1,0,16,194,0,California,College Stats
165,2009,7,255,Dan Gronkowski\GronDa00,TE,24,DET,2009,2011,0,0,0,1,21,5,,,,9,69,0,Maryland,College Stats
166,2008,1,30,Dustin Keller\KellDu00,TE,23,NYJ,2008,2012,0,0,3,22,72,48,1,7,0,241,2876,17,Purdue,College Stats
167,2008,2,38,John Carlson\CarlJo00,TE,24,SEA,2008,2014,0,0,4,16,90,64,,,,210,2256,15,Notre Dame,College Stats
168,2008,2,48,Fred Davis\DaviFr01,TE,22,WAS,2008,2013,0,0,3,14,72,43,2,-2,0,162,2043,13,USC,College Stats
169,2008,2,61,Martellus Bennett\BennMa00,TE,21,DAL,2008,2017,0,1,8,35,144,107,2,10,0,433,4573,30,Texas A&M,College Stats
170,2008,3,76,Brad Cottam\CottBr00,TE,23,KAN,2008,2009,0,0,1,2,24,8,,,,16,183,0,Tennessee,College Stats
171,2008,3,85,Craig Stevens\StevCr00,TE,24,TEN,2008,2015,0,0,5,5,109,72,,,,60,724,6,California,College Stats
172,2008,3,91,Jermichael Finley\FinlJe00,TE,21,GNB,2008,2013,0,0,3,27,70,48,,,,223,2785,20,Texas,College Stats
173,2008,4,111,Martin Rucker\RuckMa00,TE,23,CLE,2008,2012,0,0,0,0,12,2,,,,2,17,0,Missouri,College Stats
174,2008,4,127,Jacob Tamme\TammJa00,TE,23,IND,2008,2016,0,0,2,20,130,36,,,,259,2570,14,Kentucky,College Stats
175,2008,4,132,Derek Fine\FineDe00,TE,25,BUF,2008,2009,0,0,1,2,18,11,,,,19,158,1,Kansas,College Stats
176,2008,5,141,Gary Barnidge\BarnGa01,TE,22,CAR,2008,2016,0,1,4,15,124,54,,,,178,2258,14,Louisville,College Stats
177,2008,5,158,Kellen Davis\DaviKe01,TE,22,CHI,2008,2016,0,0,4,5,125,55,,,,53,579,13,Michigan St.,College Stats
178,2008,6,196,Tom Santi\SantTo00,TE,22,IND,2008,2009,0,0,0,2,9,4,,,,18,171,1,Virginia,College Stats
179,2008,6,207,Matt Sherry\SherMa00,TE,23,CIN,,,0,0,0,,,,,,,,,,Villanova,
180,2008,7,232,Keith Zinger\ZingKe20,TE,23,ATL,2009,2009,0,0,0,0,15,2,,,,,,,LSU,College Stats
181,2008,7,239,Mike Merritt\MerrMi01,TE,24,KAN,,,0,0,0,,,,,,,,,,Central Florida,College Stats
182,2007,1,31,Greg Olsen\OlseGr00,TE,22,CHI,2007,2019,0,3,10,58,188,162,,,,718,8444,59,Miami (FL),College Stats
183,2007,2,38,Zach Miller\MillZa01,TE,21,OAK,2007,2014,0,1,7,29,110,106,,,,328,3804,20,Arizona St.,College Stats
184,2007,3,77,Matt Spaeth\SpaeMa00,TE,23,PIT,2007,2015,0,0,6,2,123,72,,,,55,420,10,Minnesota,College Stats
185,2007,4,129,Scott Chandler\ChanSc00,TE,22,SDG,2007,2015,0,0,2,18,90,39,,,,205,2379,21,Iowa,College Stats
186,2007,4,133,Martrez Milner\MilnMa00,TE,23,ATL,2007,2007,0,0,0,0,8,2,,,,9,50,0,Georgia,College Stats
187,2007,5,153,Kevin Boss\BossKe00,TE,23,NYG,2007,2012,0,0,4,16,74,58,1,16,0,150,2033,22,Western Oregon,
188,2007,5,155,Dante Rosario\RosaDa00,TE,22,CAR,2007,2014,0,0,1,9,122,33,1,-2,0,116,1235,8,Oregon,College Stats
189,2007,5,162,Brent Celek\CeleBr00,TE,22,PHI,2007,2017,0,0,9,35,175,132,,,,398,4998,31,Cincinnati,College Stats
190,2007,7,215,Ben Patrick\PatrBe00,TE,23,ARI,2007,2010,0,0,2,4,42,20,,,,45,446,4,Delaware,College Stats
191,2007,7,216,Tyler Ecker,TE,,WAS,,,0,0,0,,,,,,,,,,Michigan,College Stats
192,2007,7,222,Derek Schouman\SchoDe00,TE,22,BUF,2007,2010,0,0,1,2,25,15,,,,27,275,1,Boise St.,College Stats
193,2007,7,231,Michael Allan,TE,,KAN,,,0,0,0,,,,,,,,,,Whitworth,
194,2007,7,243,Clark Harris\HarrCl20,TE,23,GNB,2008,2019,0,1,0,10,172,0,,,,,,,Rutgers,College Stats
195,2006,1,6,Vernon Davis\DaviVe00,TE,22,SFO,2006,2019,0,2,11,51,198,179,6,15,0,583,7562,63,Maryland,College Stats
196,2006,1,28,Marcedes Lewis\LewiMa00,TE,22,JAX,2006,2019,0,1,12,33,202,172,,,,393,4697,34,UCLA,College Stats
197,2006,2,46,Joe Klopfenstein\KlopJo00,TE,22,STL,2006,2009,0,0,3,3,49,38,,,,34,397,2,Colorado,College Stats
198,2006,2,53,Anthony Fasano\FasaAn00,TE,22,DAL,2006,2017,0,0,8,23,180,135,,,,299,3278,36,Notre Dame,College Stats
199,2006,2,61,Tony Scheffler\ScheTo00,TE,23,DEN,2006,2013,0,0,2,24,107,42,3,7,0,258,3207,22,West. Michigan,College Stats
200,2006,3,72,Leonard Pope\PopeLe00,TE,22,ARI,2006,2012,0,0,4,6,103,51,,,,105,982,11,Georgia,College Stats
201,2006,3,86,David Thomas\ThomDa02,TE,23,NWE,2006,2012,0,0,3,9,80,38,,,,102,938,8,Texas,College Stats
202,2006,3,93,Dominique Byrd\ByrdDo00,TE,22,STL,2006,2011,0,0,0,0,17,0,,,,6,83,1,USC,College Stats
203,2006,4,98,Owen Daniels\DaniOw00,TE,23,HOU,2006,2015,0,2,9,41,131,125,,,,479,5661,36,Wisconsin,College Stats
204,2006,5,150,Jason Pociask\PociJa00,TE,23,NYJ,2007,2007,0,0,0,0,4,0,,,,1,7,0,Wisconsin,College Stats
205,2006,5,155,Jeff King\KingJe00,TE,23,CAR,2006,2012,0,0,6,10,108,84,,,,156,1323,12,Virginia Tech,College Stats
206,2006,5,166,Quinn Sypniewski\SypnQu00,TE,24,BAL,2006,2007,0,0,1,2,31,12,,,,36,261,1,Colorado,College Stats
207,2006,5,167,Charles Davis,TE,,PIT,,,0,0,0,,,,,,,,,,Purdue,College Stats
208,2006,6,202,T.J. Williams,TE,,TAM,,,0,0,0,,,,,,,,,,North Carolina St.,College Stats
209,2006,7,244,Tim Massaquoi\MassTi20,TE,24,TAM,2006,2007,0,0,0,0,11,0,,,,,,,Michigan,College Stats
210,2005,1,30,Heath Miller\MillHe00,TE,22,PIT,2005,2015,0,2,11,46,168,167,2,8,0,592,6569,45,Virginia,College Stats
211,2005,3,71,Alex Smith\SmitAl02,TE,23,TAM,2005,2015,0,0,3,11,124,57,,,,163,1473,13,Stanford,College Stats
212,2005,3,86,Kevin Everett\EverKe00,TE,23,BUF,2006,2007,0,0,0,0,17,5,,,,2,4,0,Miami (FL),College Stats
213,2005,5,144,Jerome Collins\CollJe00,TE,23,STL,2005,2005,0,0,0,0,3,0,,,,,,,Notre Dame,College Stats
214,2005,6,179,Bo Scaife\ScaiBo00,TE,24,TEN,2005,2010,0,0,4,20,90,62,1,13,1,251,2383,12,Texas,College Stats
215,2005,6,196,Tony Jackson,TE,,SEA,,,0,0,0,,,,,,,,,,Iowa,College Stats
216,2005,6,198,Joel Dreessen\DreeJo00,TE,23,NYJ,2005,2013,0,0,4,16,120,49,,,,158,1767,19,Colorado St.,College Stats
217,2005,7,248,Patrick Estes\EstePa00,TE,22,SFO,2005,2007,0,0,0,0,8,0,,,,,,,Virginia,College Stats
218,2005,7,249,Billy Bajema\BajeBi00,TE,22,SFO,2005,2013,0,0,4,2,120,52,,,,40,416,2,Oklahoma St.,College Stats
219,2005,7,255,Andy Stokes,TE,,NWE,,,0,0,0,,,,,,,,,,William Penn,
220,2004,1,6,Kellen Winslow\WinsKe01,TE,21,CLE,2004,2013,0,1,5,38,105,83,1,7,0,469,5236,25,Miami (FL),College Stats
221,2004,1,32,Ben Watson\WatsBe00,TE,23,NWE,2004,2019,0,0,11,43,205,143,2,10,0,547,6058,44,Georgia,College Stats
222,2004,2,40,Ben Troupe\TrouBe00,TE,22,TEN,2004,2008,0,0,2,8,57,29,1,-1,0,106,1056,7,Florida,College Stats
223,2004,2,61,Kris Wilson\WilsKr00,TE,23,KAN,2004,2011,0,0,2,3,97,30,4,13,0,52,446,5,Pittsburgh,College Stats
224,2004,3,68,Ben Hartsock\HartBe00,TE,24,IND,2004,2013,0,0,2,2,131,49,,,,31,312,1,Ohio St.,College Stats
225,2004,3,81,Chris Cooley\CoolCh00,TE,22,WAS,2004,2012,0,2,6,34,117,103,2,3,0,429,4711,33,Utah St.,College Stats
226,2004,4,109,Tim Euhus\EuhuTi00,TE,23,BUF,2004,2007,0,0,0,1,34,8,,,,14,115,2,Oregon St.,College Stats
227,2004,5,144,Sean Ryan\RyanSe00,TE,24,DAL,2004,2009,0,0,0,1,53,15,,,,26,240,2,Boston Col.,College Stats
228,2004,5,151,Mark Wilson\WilsMa21,TE,23,WAS,2004,2004,0,0,0,0,2,1,,,,,,,California,College Stats
229,2004,6,169,Ryan Krause\KrauRy00,TE,23,SDG,2004,2007,0,0,0,1,14,1,,,,7,92,1,Nebraska-Omaha,
230,2004,6,181,Nate Lawrie\LawrNa00,TE,22,TAM,2004,2008,0,0,0,0,26,5,,,,4,43,0,Yale,
231,2004,6,194,Matt Kranchick\KranMa00,TE,24,PIT,2004,2005,0,0,0,0,8,1,,,,1,6,0,Penn St.,College Stats
232,2004,7,220,Jeff Dugan\DugaJe00,TE,23,MIN,2004,2010,0,0,0,2,79,22,11,23,0,27,191,3,Maryland,College Stats
233,2004,7,232,Michael Gaines\GainMi00,TE,24,CAR,2004,2009,0,0,2,7,83,48,,,,84,869,6,Central Florida,College Stats
234,2004,7,237,Erik Jensen,TE,,STL,,,0,0,0,,,,,,,,,,Iowa,College Stats
235,2004,7,245,Courtney Anderson\AndeCo00,TE,23,OAK,2004,2007,0,0,2,5,43,28,,,,62,763,6,San Jose St.,College Stats
236,2003,1,24,Dallas Clark\ClarDa00,TE,24,IND,2003,2013,1,1,9,51,143,118,4,40,0,505,5665,53,Iowa,College Stats
237,2003,2,41,Bennie Joppru\JoppBe00,TE,23,HOU,2006,2007,0,0,0,0,19,0,,,,,,,Michigan,College Stats
238,2003,2,61,L.J. Smith\SmitL.00,TE,23,PHI,2003,2009,0,0,4,21,98,65,,,,233,2556,18,Rutgers,College Stats
239,2003,2,63,Teyo Johnson\JohnTe00,TE,21,OAK,2003,2005,0,0,0,2,30,9,,,,26,288,3,Stanford,College Stats
240,2003,3,69,Jason Witten\WittJa00,TE,21,DAL,2003,2019,2,11,15,81,255,245,,,,1215,12977,72,Tennessee,College Stats
241,2003,3,76,Mike Seidman\SeidMi00,TE,22,CAR,2003,2006,0,0,0,1,43,15,,,,18,158,2,UCLA,College Stats
242,2003,3,91,Visanthe Shiancoe\ShiaVi00,TE,23,NYG,2003,2013,0,0,5,23,149,90,,,,245,2679,27,Morgan St.,
243,2003,4,104,George Wrighster\WrigGe00,TE,22,JAX,2003,2008,0,0,1,8,67,28,,,,94,850,9,Oregon,College Stats
244,2003,5,156,Donald Lee\LeexDo00,TE,23,MIA,2003,2011,0,0,5,17,133,68,,,,209,1990,19,Mississippi St.,College Stats
245,2003,5,161,Aaron Walker\WalkAa00,TE,23,SFO,2003,2007,0,0,0,3,55,15,,,,25,312,1,Florida,College Stats
246,2003,7,223,Trent Smith\SmitTr01,TE,23,BAL,2005,2005,0,0,0,0,5,2,,,,3,7,0,Oklahoma,College Stats
247,2003,7,254,Richard Angulo\AnguRi00,TE,23,STL,2003,2008,0,0,0,2,27,6,,,,17,155,1,West. New Mexico,
248,2002,1,14,Jeremy Shockey\ShocJe00,TE,22,NYG,2002,2011,1,4,10,48,136,129,1,6,0,547,6143,37,Miami (FL),College Stats
249,2002,1,21,Daniel Graham\GrahDa00,TE,23,NWE,2002,2012,0,0,7,19,148,117,,,,224,2490,25,Colorado,College Stats
250,2002,1,28,Jerramy Stevens\StevJe00,TE,22,SEA,2002,2010,0,0,2,18,121,41,,,,202,2217,22,Washington,College Stats
251,2002,2,55,Doug Jolley\JollDo00,TE,23,OAK,2002,2006,0,0,2,11,74,32,,,,120,1303,6,BYU,College Stats
252,2002,3,67,Matt Schobel\SchoMa00,TE,23,CIN,2002,2008,0,0,1,11,99,24,,,,117,1270,12,TCU,College Stats
253,2002,3,88,Chris Baker\BakeCh00,TE,22,NYJ,2002,2010,0,0,5,13,131,71,,,,168,1763,15,Michigan St.,College Stats
254,2002,4,103,Justin Peelle\PeelJu00,TE,23,SDG,2002,2011,0,0,4,8,151,68,,,,123,1003,12,Oregon,College Stats
255,2002,4,114,Randy McMichael\McMiRa01,TE,23,MIA,2002,2012,0,0,10,33,164,150,1,8,0,426,4539,24,Georgia,College Stats
256,2002,4,118,Chris Luzar\LuzaCh00,TE,23,JAX,2002,2003,0,0,0,0,23,1,,,,4,35,0,Virginia,College Stats
257,2002,4,122,Darnell Sanders\SandDa00,TE,23,CLE,2002,2004,0,0,1,1,28,15,,,,18,118,2,Ohio St.,College Stats
258,2002,5,138,John Owens\OwenJo00,TE,22,DET,2002,2009,0,0,1,0,76,19,,,,22,178,1,Notre Dame,College Stats
259,2002,5,155,Terry Jones\JoneTe00,TE,22,BAL,2002,2005,0,0,3,5,53,35,,,,59,493,5,Alabama,College Stats
260,2002,5,160,Robert Royal\RoyaRo00,TE,23,WAS,2003,2010,0,0,6,8,110,81,1,-9,0,128,1271,14,LSU,College Stats
261,2002,5,169,Ryan Hannam\HannRy00,TE,22,SEA,2002,2006,0,0,0,2,54,5,,,,22,215,2,Northern Iowa,
262,2002,6,174,Keith Heinrich\HeinKe00,TE,23,CAR,2002,2007,0,0,0,1,22,3,,,,9,65,2,Sam Houston St.,
263,2002,6,191,Jeb Putzier\PutzJe00,TE,23,DEN,2002,2008,0,0,1,12,69,17,,,,96,1251,3,Boise St.,College Stats
264,2002,6,196,John Gilmore\GilmJo00,TE,22,NOR,2002,2011,0,0,2,3,145,37,,,,55,544,6,Penn St.,College Stats
265,2002,6,201,Mark Anelli\AnelMa20,TE,23,SFO,2002,2002,0,0,0,0,2,0,,,,,,,Wisconsin,College Stats
266,2002,6,210,Bryan Fletcher\FletBr00,TE,23,CHI,2005,2007,0,0,1,8,46,18,,,,54,547,5,UCLA,College Stats
267,2002,6,211,Bob Slowikowski,TE,,DAL,,,0,0,0,,,,,,,,,,Virginia Tech,College Stats
268,2002,7,223,Mike Banks\BankMi20,TE,22,ARI,2002,2003,0,0,0,0,18,0,,,,,,,Iowa St.,College Stats
269,2002,7,250,Tracey Wistrom,TE,,TAM,,,0,0,0,,,,,,,,,,Nebraska,College Stats
270,2002,7,252,Matt Murphy\MurpMa00,TE,22,DET,2002,2007,0,0,0,0,28,3,,,,3,34,0,Maryland,College Stats
271,2001,1,31,Todd Heap\HeapTo00,TE,21,BAL,2001,2012,0,2,8,43,145,131,8,61,0,499,5869,42,Arizona St.,College Stats
272,2001,2,35,Alge Crumpler\CrumAl00,TE,23,ATL,2001,2010,0,4,10,41,155,132,,,,373,4743,39,North Carolina,College Stats
273,2001,3,66,Sean Brewer\BrewSe20,TE,23,CIN,2002,2003,0,0,0,0,12,2,,,,,,,San Jose St.,College Stats
274,2001,3,90,Shad Meier\MeieSh00,TE,23,TEN,2001,2005,0,0,0,3,53,13,,,,42,334,3,Kansas St.,College Stats
275,2001,4,119,Jabari Holloway\HollJa01,TE,22,NWE,2002,2003,0,0,2,1,26,16,,,,15,157,0,Notre Dame,College Stats
276,2001,4,129,Brandon Manumaleuna\ManuBr00,TE,21,STL,2001,2010,0,0,7,8,158,103,6,18,0,115,1008,13,Arizona,College Stats
277,2001,5,141,Bill Baber\BabeBi00,TE,22,KAN,2001,2004,0,0,0,0,30,2,,,,4,37,1,Virginia,College Stats
278,2001,5,147,Tony Stewart\StewTo00,TE,22,PHI,2001,2009,0,0,1,4,115,31,,,,76,623,3,Penn St.,College Stats
279,2001,6,180,Arther Love,TE,,NWE,,,0,0,0,,,,,,,,,,South Carolina St.,
280,2001,6,195,Dan O'Leary\OLeaDa20,TE,24,BUF,2001,2002,0,0,0,1,17,1,,,,,,,Notre Dame,College Stats
281,2001,6,198,David Martin\MartDa00,TE,22,GNB,2001,2011,0,0,4,12,120,52,,,,159,1562,15,Tennessee,College Stats
282,2001,7,205,Dauntae' Finger,TE,,TAM,,,0,0,0,,,,,,,,,,North Carolina,College Stats
283,2001,7,224,Eric Johnson\JohnEr00,TE,21,SFO,2001,2007,0,0,5,18,71,59,,,,240,2178,9,Yale,
284,2001,7,227,Mike Roberg\RobeMi00,TE,23,CAR,2001,2002,0,0,0,0,13,1,,,,2,17,1,Idaho,College Stats
285,2001,7,246,Tevita Ofahengaue,TE,,ARI,,,0,0,0,,,,,,,,,,BYU,College Stats
286,2000,1,14,Bubba Franks\FranBu00,TE,22,GNB,2000,2008,0,3,6,19,122,98,,,,262,2347,32,Miami (FL),College Stats
287,2000,1,27,Anthony Becht\BechAn00,TE,23,NYJ,2000,2011,0,0,9,12,167,132,,,,188,1537,21,West Virginia,College Stats
288,2000,3,68,Erron Kinney\KinnEr00,TE,23,TEN,2000,2005,0,0,6,15,83,67,,,,178,1750,10,Florida,College Stats
289,2000,3,87,Dustin Lyman\LymaDu00,TE,24,CHI,2000,2004,0,0,1,2,55,21,,,,37,278,3,Wake Forest,
290,2000,4,110,Aaron Shea\SheaAa00,TE,23,CLE,2000,2005,0,0,0,6,65,30,,,,97,851,7,Michigan,College Stats
291,2000,5,141,Dave Stachelski\StacDa00,TE,23,NWE,2000,2001,0,0,0,0,9,0,,,,1,5,0,Boise St.,College Stats
292,2000,5,157,James Whalen\WhalJa00,TE,22,TAM,2000,2003,0,0,0,1,26,6,,,,17,152,0,Kentucky,College Stats
293,2000,5,158,Austin Wheatley\WheaAu20,TE,22,NOR,2000,2000,0,0,0,0,4,0,,,,,,,Iowa,College Stats
294,2000,5,164,Jay Tant\TantJa00,TE,22,ARI,2000,2000,0,0,0,0,5,0,,,,1,4,0,Northwestern,College Stats
295,2000,6,204,Jason Gavadza,TE,,PIT,,,0,0,0,,,,,,,,,,Kent St.,College Stats
296,2000,7,210,Brad St. Louis\StLoBr00,TE,24,CIN,2000,2009,0,0,0,7,144,0,,,,,,,SW Missouri St.,
297,2000,7,227,Mondriel Fulcher\FulcMo20,TE,23,OAK,2000,2002,0,0,0,0,25,1,,,,,,,Miami (FL),College Stats
298,2000,7,230,Brian Jennings\JennBr00,TE,23,SFO,2000,2012,0,2,0,1,208,0,,,,,,,Arizona St.,College Stats
299,2000,7,244,Giles Cole,TE,,MIN,,,0,0,0,,,,,,,,,,Texas A&M-Kingsville,
